millis,display_altitude_ft,raw_altitude_ft,vario_mps,temp_f,humidity_pct,gps_fix,latitude,longitude,gps_altitude_m,gps_speed_kmph,gps_sats_used,gps_sats_seen,gps_hdop,battery_voltage,battery_percent
1033621,3.15,-213.36,0.00,76.9,36.7,1,26.806807,-80.273836,13.70,0.28,12,3,0.60,,
1038666,3.14,-213.37,0.01,76.8,36.8,1,26.806808,-80.273835,14.10,0.13,12,2,0.63,,
1043709,3.12,-213.43,-0.01,76.9,36.8,1,26.806810,-80.273832,14.60,0.09,12,2,0.63,,
1048733,3.11,-213.42,-0.01,76.8,36.8,1,26.806812,-80.273830,14.90,0.15,12,3,0.65,,
1053769,3.12,-213.39,0.00,76.8,36.9,1,26.806813,-80.273829,14.60,0.22,12,12,0.64,,
1058796,3.13,-213.40,-0.01,76.9,37.0,1,26.806814,-80.273828,14.40,0.19,12,3,0.63,,
1063830,3.12,-213.41,-0.01,76.9,37.0,1,26.806814,-80.273827,14.50,0.39,12,3,0.60,,
1068832,3.09,-213.42,0.00,76.9,37.1,1,26.806814,-80.273828,14.50,0.15,12,9,0.57,,
1073832,3.06,-213.45,-0.00,76.8,37.2,1,26.806814,-80.273829,14.70,0.09,12,3,0.60,,
1078842,3.06,-213.39,0.02,77.0,37.3,1,26.806813,-80.273831,15.20,0.09,12,3,0.62,,
1083878,3.05,-213.46,-0.00,76.9,37.4,1,26.806813,-80.273831,15.40,0.07,12,3,0.62,,
1088878,3.00,-213.51,-0.01,76.8,37.4,1,26.806813,-80.273831,15.80,0.11,12,3,0.59,,
1093878,3.01,-213.52,-0.01,76.9,37.5,1,26.806813,-80.273832,15.80,0.15,12,3,0.63,,
1098882,2.99,-213.49,0.00,76.9,37.6,1,26.806812,-80.273833,15.80,0.20,12,3,0.62,,
1103883,2.94,-213.58,-0.00,76.9,37.6,1,26.806811,-80.273833,15.60,0.22,12,3,0.62,,
1108883,2.94,-213.54,0.01,76.9,37.6,1,26.806813,-80.273833,15.70,0.17,12,2,0.56,,
1113918,2.87,-213.67,-0.00,76.9,37.7,1,26.806814,-80.273835,15.40,0.04,12,10,0.60,,
1118957,2.85,-213.63,0.01,76.9,37.7,1,26.806813,-80.273842,14.40,0.13,12,3,0.62,,
1123985,2.81,-213.69,0.01,76.9,37.9,1,26.806815,-80.273842,13.60,0.24,12,2,0.64,,
1128985,2.73,-213.78,0.00,76.9,37.9,1,26.806818,-80.273843,13.30,0.15,12,2,0.63,,
1133985,2.74,-213.76,0.00,76.9,37.9,1,26.806821,-80.273843,13.80,0.09,12,2,0.80,,
1138985,2.69,-213.82,-0.00,76.9,38.0,1,26.806822,-80.273842,14.40,0.24,12,3,0.85,,
1143985,2.64,-213.88,-0.00,76.9,38.0,1,26.806824,-80.273842,14.90,0.22,12,2,0.80,,
1148985,2.61,-213.90,-0.00,76.9,38.1,1,26.806826,-80.273842,15.20,0.07,12,2,0.66,,
1154012,2.56,-213.94,-0.01,76.9,38.2,1,26.806830,-80.273845,15.60,0.28,12,2,0.60,,
1159040,2.55,-213.96,0.01,76.9,38.2,1,26.806834,-80.273844,15.80,0.26,12,11,0.60,,
1164041,2.51,-213.97,0.00,77.0,38.3,1,26.806834,-80.273842,15.50,0.22,12,9,0.62,,
1169041,2.46,-214.05,-0.00,76.9,38.4,1,26.806833,-80.273840,15.30,0.24,12,11,0.65,,
1174056,2.46,-214.04,0.00,76.9,38.4,1,26.806834,-80.273839,15.50,0.17,12,4,0.64,,
1179086,2.41,-214.09,-0.01,77.0,38.5,1,26.806835,-80.273839,15.50,0.28,12,3,0.61,,
1184112,2.41,-214.08,0.00,76.9,38.5,1,26.806835,-80.273840,15.90,0.15,12,3,0.59,,
1189113,2.39,-214.13,-0.01,76.9,38.6,1,26.806835,-80.273840,15.90,0.54,12,3,0.62,,
1194145,2.37,-214.15,-0.00,77.0,38.6,1,26.806835,-80.273842,15.80,0.17,12,11,0.62,,
1199145,2.35,-214.15,-0.00,76.9,38.6,1,26.806836,-80.273843,15.60,0.33,12,12,0.65,,
1204145,2.29,-214.21,-0.00,76.9,38.7,1,26.806835,-80.273844,15.50,0.37,12,1,0.62,,
1209157,2.26,-214.27,-0.00,76.9,38.7,1,26.806835,-80.273843,15.10,0.30,12,1,0.63,,
1214189,2.24,-214.26,-0.01,76.9,38.8,1,26.806829,-80.273841,14.50,0.15,12,3,0.70,,
1219226,2.21,-214.28,-0.01,77.0,38.9,1,26.806826,-80.273838,14.30,0.19,12,2,0.67,,
1224226,2.22,-214.30,-0.00,77.0,38.9,1,26.806825,-80.273836,13.80,0.39,12,11,0.64,,
1229226,2.20,-214.30,0.00,76.9,38.9,1,26.806823,-80.273835,13.70,0.48,12,2,0.69,,
1234251,2.18,-214.31,0.00,76.9,38.9,1,26.806822,-80.273831,12.90,0.33,12,10,0.71,,
1239291,2.15,-214.37,-0.00,77.0,38.9,1,26.806825,-80.273832,13.00,0.44,12,2,0.70,,
1244320,2.14,-214.37,-0.01,77.0,39.0,1,26.806825,-80.273838,14.00,0.00,12,11,0.66,,
1249320,2.13,-214.37,-0.00,77.0,39.0,1,26.806825,-80.273838,14.00,0.15,12,11,0.74,,
1254332,2.14,-214.36,-0.00,77.0,39.0,1,26.806826,-80.273840,14.00,0.46,12,9,0.67,,
1259358,2.13,-214.40,-0.01,77.0,39.0,1,26.806823,-80.273838,12.90,0.30,12,2,0.63,,
1264361,2.11,-214.42,-0.01,77.0,39.0,1,26.806825,-80.273835,12.30,0.24,12,2,0.61,,
1269367,2.09,-214.43,-0.00,77.0,38.9,1,26.806818,-80.273838,12.60,0.50,12,10,0.58,,
1274399,2.10,-214.40,0.01,77.0,38.9,1,26.806816,-80.273841,13.10,0.15,12,2,0.63,,
1279417,2.10,-214.43,0.00,77.0,38.9,1,26.806812,-80.273844,13.50,0.09,12,2,0.70,,
1284460,2.07,-214.42,0.00,77.0,38.9,1,26.806811,-80.273844,13.80,0.22,12,9,0.60,,
1289479,2.06,-214.44,-0.00,77.0,38.9,1,26.806811,-80.273845,13.70,0.63,12,10,0.62,,
1294527,2.08,-214.41,0.01,77.0,38.9,1,26.806808,-80.273846,13.10,0.19,12,1,0.67,,
1299547,2.12,-214.37,0.01,77.0,38.8,1,26.806807,-80.273847,12.90,0.24,12,12,0.75,,
1304574,2.08,-214.40,0.01,77.0,38.8,1,26.806807,-80.273846,12.70,0.17,12,11,0.62,,
1309574,2.10,-214.40,-0.00,77.0,38.7,1,26.806810,-80.273844,12.90,0.06,12,11,0.71,,
1314625,2.12,-214.37,0.01,77.0,38.7,1,26.806809,-80.273838,12.10,0.24,12,12,0.70,,
1319639,2.14,-214.40,-0.01,77.0,38.7,1,26.806814,-80.273840,13.10,0.28,12,2,0.72,,
1324681,2.16,-214.38,-0.01,77.0,38.6,1,26.806813,-80.273841,13.40,0.31,12,3,0.74,,
1329714,2.16,-214.33,0.01,77.0,38.6,1,26.806813,-80.273841,13.50,0.30,12,2,0.82,,
1334751,2.17,-214.33,0.00,77.0,38.6,1,26.806813,-80.273842,13.90,0.30,12,2,0.67,,
1339775,2.21,-214.27,0.00,77.0,38.7,1,26.806813,-80.273842,14.20,0.30,12,10,0.83,,
1344821,2.19,-214.33,-0.00,77.0,38.6,1,26.806815,-80.273841,14.40,0.15,12,3,0.68,,
1349832,2.22,-214.26,0.02,77.0,38.5,1,26.806822,-80.273839,14.70,0.20,12,3,0.72,,
1354876,2.24,-214.26,0.00,77.0,38.6,1,26.806827,-80.273840,15.20,0.22,12,3,0.66,,
1359907,2.24,-214.21,0.00,77.0,38.5,1,26.806831,-80.273838,15.40,0.09,12,11,0.71,,
1364935,2.25,-214.25,0.00,77.0,38.5,1,26.806834,-80.273836,15.60,0.35,12,11,0.68,,
1369938,2.28,-214.24,0.00,77.0,38.4,1,26.806835,-80.273834,15.40,0.17,12,2,0.69,,
1374970,2.31,-214.19,0.00,77.0,38.5,1,26.806835,-80.273833,15.30,0.11,12,2,0.76,,
1380006,2.32,-214.17,-0.00,77.0,38.4,1,26.806836,-80.273832,15.20,0.30,12,2,0.72,,
1385032,2.35,-214.12,0.01,77.0,38.4,1,26.806837,-80.273832,15.50,0.39,12,10,0.69,,
1390055,2.37,-214.17,-0.01,77.0,38.4,1,26.806839,-80.273833,16.10,0.24,12,10,0.67,,
1395085,2.40,-214.07,0.02,77.0,38.3,1,26.806840,-80.273833,16.30,0.28,12,10,0.65,,
1400110,2.37,-214.14,-0.01,77.0,38.2,1,26.806841,-80.273833,16.50,0.48,12,2,0.68,,
1405139,2.39,-214.13,-0.00,77.0,38.2,1,26.806842,-80.273834,16.90,0.11,12,9,0.65,,
1410163,2.42,-214.09,0.00,77.0,38.1,1,26.806842,-80.273834,17.10,0.30,12,2,0.68,,
1415204,2.41,-214.07,0.00,77.1,38.1,1,26.806842,-80.273834,17.40,0.11,12,10,0.64,,
1420233,2.43,-214.07,-0.00,77.0,38.1,1,26.806841,-80.273835,18.00,0.56,12,10,0.63,,
1425258,2.47,-214.02,0.01,77.0,38.1,1,26.806839,-80.273836,17.60,0.04,12,9,0.62,,
1430265,2.47,-214.03,0.00,77.0,38.1,1,26.806839,-80.273838,18.20,0.70,12,1,0.60,,
1435267,2.49,-214.05,-0.00,77.0,38.0,1,26.806837,-80.273839,18.40,0.13,12,2,0.61,,
1440277,2.49,-214.01,0.00,77.0,37.9,1,26.806835,-80.273843,18.90,0.19,12,2,0.58,,
1445310,2.54,-213.98,-0.01,77.0,38.0,1,26.806833,-80.273846,19.30,0.13,12,2,0.60,,
1450331,2.57,-213.94,0.00,77.1,38.0,1,26.806832,-80.273847,19.00,0.26,12,3,0.61,,
1455374,2.60,-213.90,0.01,77.0,38.0,1,26.806831,-80.273848,18.90,0.43,12,2,0.63,,
1460391,2.61,-213.90,-0.00,77.0,37.9,1,26.806830,-80.273847,18.40,0.39,12,2,0.65,,
1465425,2.64,-213.87,-0.00,77.0,37.9,1,26.806829,-80.273845,17.90,0.59,12,10,0.66,,
1470469,2.65,-213.82,0.00,77.0,37.9,1,26.806827,-80.273844,17.60,0.48,12,2,0.60,,
1475498,2.68,-213.84,0.00,77.0,37.8,1,26.806825,-80.273845,17.90,0.06,12,10,0.60,,
1480538,2.72,-213.78,0.00,77.0,37.8,1,26.806823,-80.273847,18.30,0.20,12,10,0.60,,
1485576,2.75,-213.77,-0.01,77.0,37.7,1,26.806820,-80.273848,18.30,0.11,12,10,0.62,,
1490605,2.78,-213.72,0.01,77.0,37.8,1,26.806819,-80.273849,18.50,0.31,12,2,0.61,,
1495636,2.81,-213.69,0.00,77.0,37.7,1,26.806821,-80.273851,18.70,0.15,12,10,0.64,,
1500637,2.81,-213.72,-0.00,77.0,37.8,1,26.806818,-80.273859,17.90,0.50,12,11,0.61,,
1505637,2.87,-213.61,0.01,77.0,37.7,1,26.806818,-80.273864,18.10,0.35,12,9,0.63,,
1510637,2.89,-213.62,0.00,77.0,37.7,1,26.806816,-80.273866,18.20,0.17,12,10,0.67,,
1515656,2.90,-213.62,-0.00,77.1,37.7,1,26.806817,-80.273867,17.80,2.24,12,10,0.71,,
1520686,2.94,-213.59,-0.00,77.1,37.6,1,26.806815,-80.273867,16.60,0.24,12,2,0.63,,
1525728,2.93,-213.55,0.01,77.1,37.6,1,26.806812,-80.273865,14.70,0.24,12,2,0.66,,
1530753,2.96,-213.54,0.00,77.0,37.6,1,26.806816,-80.273866,15.80,0.26,12,2,0.63,,
1535777,2.95,-213.54,0.01,77.0,37.6,1,26.806816,-80.273859,14.10,0.46,12,1,0.65,,
1540803,2.98,-213.52,0.00,77.0,37.6,1,26.806813,-80.273858,13.30,0.20,12,1,0.58,,
1545834,2.97,-213.53,-0.00,77.1,37.6,1,26.806810,-80.273854,12.60,0.30,12,9,0.58,,
1550837,3.01,-213.47,0.01,77.0,37.5,1,26.806806,-80.273853,12.20,0.26,12,9,0.59,,
1555872,3.04,-213.48,-0.00,77.1,37.4,1,26.806801,-80.273854,11.70,0.17,12,9,0.61,,
1560902,3.04,-213.50,-0.01,77.1,37.5,1,26.806793,-80.273859,11.20,0.22,12,9,0.61,,
1565915,3.10,-213.41,0.01,77.0,37.5,1,26.806788,-80.273862,11.00,0.33,12,9,0.62,,
1570915,3.08,-213.43,0.00,77.1,37.5,1,26.806791,-80.273861,12.80,0.20,12,9,0.69,,
1575918,3.10,-213.42,-0.01,77.0,37.4,1,26.806796,-80.273857,15.00,0.28,12,11,0.70,,
1580922,3.16,-213.32,0.01,77.0,37.4,1,26.806801,-80.273853,15.10,0.07,12,11,0.58,,
1585931,3.17,-213.28,0.01,77.0,37.5,1,26.806808,-80.273846,14.50,0.22,12,9,0.64,,
1590932,3.23,-213.21,0.03,77.0,37.4,1,26.806809,-80.273844,13.90,0.15,12,9,0.62,,
1595933,3.24,-213.27,0.01,77.0,37.5,1,26.806809,-80.273842,13.70,0.31,12,9,0.64,,
1600977,3.26,-213.24,-0.00,76.9,37.4,1,26.806810,-80.273841,13.80,0.33,12,9,0.70,,
1606017,3.32,-213.17,0.01,77.0,37.4,1,26.806809,-80.273840,13.30,0.39,12,9,0.61,,
1611017,3.36,-213.17,-0.00,77.0,37.3,1,26.806810,-80.273838,12.70,0.13,12,9,0.58,,
1616031,3.35,-213.17,-0.01,77.0,37.3,1,26.806810,-80.273837,11.80,0.17,12,12,0.61,,
1621062,3.40,-213.10,0.01,77.0,37.3,1,26.806811,-80.273837,11.00,0.19,12,9,0.63,,
1626063,3.41,-213.09,0.01,77.0,37.3,1,26.806811,-80.273836,10.50,0.48,12,9,0.65,,
1631085,3.41,-213.11,0.00,76.9,37.3,1,26.806812,-80.273835,9.80,0.22,12,9,0.62,,
1636118,3.43,-213.07,0.01,77.0,37.2,1,26.806811,-80.273828,8.90,0.07,12,9,0.61,,
1641135,3.41,-213.07,0.00,77.0,37.2,1,26.806811,-80.273823,7.30,0.15,12,12,0.62,,
1646135,3.42,-213.09,-0.00,77.0,37.2,1,26.806815,-80.273814,4.90,0.28,12,9,0.71,,
1651137,3.43,-213.08,-0.01,77.0,37.2,1,26.806816,-80.273815,3.70,0.17,12,9,0.63,,
1656169,3.41,-213.13,-0.02,76.9,37.2,1,26.806816,-80.273819,2.80,0.37,12,9,0.69,,
1661190,3.39,-213.14,-0.01,77.0,37.2,1,26.806816,-80.273820,2.70,0.17,12,9,0.67,,
1666235,3.37,-213.12,0.00,76.9,37.2,1,26.806817,-80.273819,2.80,0.22,12,9,0.65,,
1671264,3.36,-213.13,0.00,77.0,37.1,1,26.806818,-80.273817,3.10,0.13,12,9,0.59,,
1676264,3.35,-213.10,0.02,76.9,37.2,1,26.806820,-80.273814,3.30,0.15,12,9,0.64,,
1681284,3.33,-213.18,-0.00,76.9,37.1,1,26.806821,-80.273810,3.40,0.11,12,9,0.61,,
1686286,3.32,-213.18,0.01,77.0,37.1,1,26.806821,-80.273807,3.40,0.35,12,9,0.60,,
1691286,3.31,-213.24,-0.01,77.0,37.1,1,26.806822,-80.273800,2.90,0.02,12,9,0.62,,
1696312,3.32,-213.16,0.01,77.0,37.1,1,26.806824,-80.273796,2.20,0.06,12,11,0.64,,
1701312,3.35,-213.11,0.01,76.9,37.0,1,26.806824,-80.273797,2.10,0.50,12,11,0.67,,
1706322,3.33,-213.16,-0.00,76.9,37.1,1,26.806825,-80.273798,1.90,0.11,12,9,0.65,,
1711342,3.37,-213.12,0.01,76.9,37.0,1,26.806826,-80.273799,2.00,0.13,12,9,0.66,,
1716386,3.37,-213.12,0.01,76.9,37.0,1,26.806827,-80.273800,2.20,0.22,12,9,0.58,,
1721426,3.43,-213.06,0.01,77.0,37.0,1,26.806827,-80.273802,2.60,0.13,12,9,0.66,,
1726456,3.46,-213.05,0.01,76.9,36.9,1,26.806827,-80.273803,3.00,0.04,12,9,0.60,,
1731468,3.48,-213.07,-0.01,77.0,37.0,1,26.806826,-80.273802,3.50,0.06,12,10,0.59,,
1736477,3.52,-213.00,-0.00,76.9,36.9,1,26.806827,-80.273800,4.20,0.19,12,9,0.63,,
1741515,3.52,-213.00,-0.00,77.0,36.9,1,26.806825,-80.273800,4.60,0.28,12,9,0.71,,
1746541,3.59,-212.88,0.01,76.9,36.9,1,26.806824,-80.273807,5.20,0.13,12,8,0.66,,
1751581,3.59,-212.92,-0.00,76.9,37.0,1,26.806827,-80.273806,5.10,0.17,12,9,0.61,,
1756610,3.66,-212.86,-0.00,76.9,37.0,1,26.806830,-80.273804,4.60,0.30,12,11,0.61,,
1761640,3.70,-212.81,0.00,76.9,36.9,1,26.806835,-80.273802,4.80,0.26,12,10,0.61,,
1766678,3.73,-212.76,0.00,76.9,36.9,1,26.806837,-80.273802,4.80,0.31,12,9,0.58,,
1771713,3.78,-212.70,-0.00,76.8,37.0,1,26.806835,-80.273805,4.70,0.37,12,9,0.58,,
1776744,3.85,-212.62,0.01,76.8,37.0,1,26.806832,-80.273816,4.70,0.20,12,11,0.61,,
1781780,3.85,-212.63,0.02,76.8,36.9,1,26.806828,-80.273824,4.50,0.24,12,9,0.63,,
1786817,3.84,-212.66,-0.01,76.8,36.9,1,26.806825,-80.273830,4.30,0.20,12,9,0.63,,
1791819,3.88,-212.63,0.01,76.8,37.0,1,26.806825,-80.273831,4.20,0.20,12,9,0.66,,
1796819,3.89,-212.62,-0.01,76.9,36.9,1,26.806825,-80.273833,4.10,0.33,12,12,0.63,,
1801827,3.92,-212.58,0.01,76.8,36.9,1,26.806826,-80.273835,4.00,0.44,12,9,0.63,,
1806862,3.96,-212.52,0.01,76.8,36.9,1,26.806824,-80.273838,4.10,0.07,12,9,0.61,,
1811883,3.99,-212.50,0.01,76.8,37.0,1,26.806825,-80.273840,3.80,0.56,12,3,0.58,,
1816914,4.03,-212.47,0.00,76.8,36.9,1,26.806822,-80.273843,3.80,0.17,12,9,0.64,,
1821933,4.10,-212.41,0.01,76.8,36.9,1,26.806815,-80.273848,3.30,0.15,12,7,0.66,,
1826970,4.15,-212.35,0.00,76.8,36.9,1,26.806811,-80.273854,3.70,0.02,12,2,0.76,,
1832004,4.25,-212.27,0.00,76.8,36.9,1,26.806808,-80.273858,4.10,0.15,12,3,0.64,,
1837044,4.32,-212.19,-0.00,76.8,36.8,1,26.806804,-80.273861,4.00,0.33,12,3,0.63,,
1842044,4.47,-212.02,0.01,76.8,36.7,1,26.806803,-80.273863,4.10,0.09,12,8,0.66,,
1847047,4.52,-211.99,0.00,76.7,36.8,1,26.806799,-80.273865,4.20,0.04,12,3,0.68,,
1852047,4.51,-211.98,-0.00,76.8,36.7,1,26.806796,-80.273870,4.70,0.19,12,3,0.65,,
1857070,4.43,-212.09,-0.00,76.7,36.7,1,26.806794,-80.273873,5.30,0.22,12,3,0.58,,
1862070,4.30,-212.23,-0.02,76.7,36.7,1,26.806797,-80.273879,6.30,0.26,12,3,0.59,,
1867076,4.20,-212.31,-0.00,76.8,36.7,1,26.806798,-80.273882,6.80,0.11,12,3,0.62,,
1872113,4.09,-212.41,0.00,76.7,36.8,1,26.806799,-80.273883,6.70,0.19,12,2,0.62,,
1877158,3.95,-212.59,-0.02,76.8,36.8,1,26.806803,-80.273887,7.40,0.11,12,1,0.66,,
1882198,3.87,-212.64,-0.00,76.7,36.7,1,26.806804,-80.273887,7.50,0.15,12,1,0.60,,
1887218,3.74,-212.77,-0.00,76.7,36.6,1,26.806804,-80.273885,7.70,0.09,12,1,0.59,,
1892259,3.68,-212.86,-0.01,76.7,36.7,1,26.806806,-80.273883,7.60,0.19,12,1,0.58,,
1897296,3.61,-212.87,0.01,76.7,36.7,1,26.806806,-80.273881,7.70,0.11,12,2,0.58,,
1902322,3.49,-213.04,-0.01,76.7,36.7,1,26.806806,-80.273879,7.60,0.11,12,7,0.56,,
1907370,3.39,-213.10,0.01,76.8,36.7,1,26.806807,-80.273876,7.10,0.30,12,2,0.61,,
1912378,3.31,-213.18,-0.01,76.7,36.6,1,26.806808,-80.273873,6.70,0.69,12,2,0.56,,
1917388,3.24,-213.26,0.00,76.7,36.6,1,26.806810,-80.273871,6.10,0.44,12,2,0.65,,
1922423,3.18,-213.34,-0.01,76.8,36.6,1,26.806810,-80.273869,5.40,0.63,12,2,0.58,,
1927451,3.13,-213.40,-0.01,76.7,36.6,1,26.806810,-80.273867,4.80,0.31,12,2,0.58,,
1932479,3.19,-213.34,-0.00,76.7,36.6,1,26.806810,-80.273868,3.80,0.19,12,2,0.58,,
1937482,3.25,-213.22,0.01,76.7,36.6,1,26.806814,-80.273866,3.20,0.44,12,2,0.59,,
1942485,3.03,-213.53,-0.02,76.8,36.6,1,26.806815,-80.273865,3.00,0.39,12,2,0.56,,
1947519,2.79,-213.72,0.00,76.7,36.6,1,26.806816,-80.273864,2.60,0.24,12,2,0.56,,
1952549,2.70,-213.79,0.01,76.7,36.6,1,26.806817,-80.273861,2.00,0.09,12,2,0.57,,
1957578,2.93,-213.58,0.00,76.7,36.7,1,26.806814,-80.273864,2.40,0.24,12,9,0.57,,
1962617,3.02,-213.49,0.00,76.7,36.6,1,26.806811,-80.273865,2.70,0.41,12,2,0.59,,
1967645,3.09,-213.43,0.01,76.7,36.6,1,26.806810,-80.273865,3.00,0.13,12,7,0.57,,
1972648,3.26,-213.26,-0.01,76.7,36.6,1,26.806811,-80.273864,3.20,0.28,12,8,0.62,,
1977665,3.08,-213.43,0.00,76.7,36.5,1,26.806813,-80.273862,3.40,0.07,12,2,0.61,,
1982704,2.80,-213.69,-0.02,76.7,36.6,1,26.806815,-80.273861,3.40,0.61,12,3,0.66,,
1987740,2.62,-213.85,0.02,76.7,36.5,1,26.806817,-80.273861,3.50,0.35,12,3,0.60,,
1992757,2.53,-213.99,-0.02,76.7,36.5,1,26.806820,-80.273862,4.00,0.65,12,3,0.61,,
1997784,2.60,-213.89,0.01,76.7,36.5,1,26.806823,-80.273862,4.20,0.39,12,2,0.57,,
2002821,2.82,-213.67,0.02,76.7,36.6,1,26.806824,-80.273862,4.90,0.26,12,2,0.70,,
2007847,3.06,-213.42,0.02,76.6,36.5,1,26.806825,-80.273860,5.40,0.13,12,2,0.63,,
2012864,2.92,-213.61,-0.02,76.7,36.5,1,26.806826,-80.273860,5.60,0.37,12,3,0.70,,
2017897,2.75,-213.76,0.00,76.7,36.6,1,26.806827,-80.273858,5.40,0.11,12,2,0.61,,
2022928,2.90,-213.59,0.02,76.6,36.5,1,26.806827,-80.273857,5.70,0.17,12,2,0.63,,
2027984,2.91,-213.61,-0.01,76.6,36.6,1,26.806826,-80.273855,6.20,0.13,12,11,0.58,,
2032986,3.14,-213.35,0.02,76.6,36.6,1,26.806824,-80.273853,6.60,0.19,12,8,0.62,,
2038003,3.12,-213.40,-0.01,76.6,36.6,1,26.806825,-80.273852,6.70,0.07,12,3,0.62,,
2043032,3.18,-213.31,0.01,76.6,36.5,1,26.806825,-80.273851,6.50,0.13,12,2,0.60,,
2048060,3.24,-213.29,-0.02,76.5,36.5,1,26.806826,-80.273850,7.20,0.26,12,8,0.65,,
2053081,3.16,-213.37,-0.01,76.6,36.4,1,26.806824,-80.273850,7.50,0.11,12,3,0.66,,
2058109,3.20,-213.27,0.01,76.6,36.5,1,26.806823,-80.273852,8.50,0.20,12,3,0.59,,
2063129,2.88,-213.67,-0.02,76.6,36.5,1,26.806822,-80.273852,9.20,0.06,12,3,0.60,,
2068160,2.88,-213.60,0.02,76.6,36.5,1,26.806819,-80.273848,9.50,0.37,12,3,0.57,,
2073184,2.68,-213.85,-0.02,76.6,36.5,1,26.806817,-80.273845,9.80,0.19,12,2,0.62,,
2078218,2.71,-213.77,0.02,76.7,36.5,1,26.806814,-80.273841,9.90,0.61,12,11,0.58,,
2083247,2.99,-213.50,0.02,76.6,36.4,1,26.806813,-80.273839,9.90,0.11,12,7,0.59,,
2088265,3.16,-213.33,0.02,76.6,36.4,1,26.806811,-80.273836,9.90,0.13,12,2,0.60,,
2093299,3.30,-213.17,0.02,76.6,36.4,1,26.806809,-80.273830,9.20,0.22,12,3,0.59,,
2098336,3.58,-212.97,-0.02,76.6,36.4,1,26.806806,-80.273826,8.60,0.09,12,3,0.61,,
2103364,3.36,-213.18,-0.02,76.6,36.4,1,26.806806,-80.273826,8.60,0.19,12,2,0.61,,
2108389,3.27,-213.24,0.01,76.7,36.5,1,26.806804,-80.273825,8.70,0.24,12,3,0.62,,
2113415,3.23,-213.33,-0.02,76.6,36.3,1,26.806804,-80.273827,9.30,0.20,12,10,0.59,,
2118438,3.27,-213.20,0.01,76.6,36.4,1,26.806803,-80.273829,9.80,0.33,12,2,0.63,,
2123457,3.24,-213.27,-0.01,76.6,36.4,1,26.806805,-80.273833,10.80,0.11,12,2,0.61,,
2128479,3.24,-213.27,-0.00,76.5,36.4,1,26.806807,-80.273837,11.40,0.19,12,2,0.72,,
2133499,3.20,-213.31,-0.01,76.5,36.4,1,26.806807,-80.273837,11.90,0.07,12,2,0.59,,
2138529,3.09,-213.43,-0.01,76.6,36.4,1,26.806806,-80.273836,11.90,0.39,12,11,0.68,,
2143563,3.14,-213.34,0.01,76.6,36.4,1,26.806808,-80.273837,11.90,0.17,12,3,1.04,,
2148571,3.48,-213.00,0.02,76.6,36.4,1,26.806809,-80.273838,12.00,0.20,12,3,0.97,,
2153582,3.68,-212.83,-0.00,76.6,36.3,1,26.806809,-80.273842,12.40,0.28,12,2,1.04,,
2158617,3.76,-212.75,-0.00,76.6,36.4,1,26.806809,-80.273842,12.60,0.15,12,2,0.73,,
2163645,3.60,-212.92,-0.01,76.6,36.3,1,26.806810,-80.273841,12.80,0.09,12,11,0.65,,
2168679,3.55,-212.95,0.00,76.5,36.2,1,26.806808,-80.273842,13.20,0.57,12,2,0.65,,
2173713,3.53,-212.96,0.01,76.6,36.2,1,26.806806,-80.273838,12.40,0.06,12,2,0.63,,
2178757,3.68,-212.83,0.00,76.5,36.3,1,26.806803,-80.273835,11.80,0.41,12,2,0.68,,
2183778,3.60,-212.95,-0.01,76.5,36.3,1,26.806808,-80.273830,11.40,0.26,12,2,0.65,,
2188805,3.63,-212.87,0.01,76.6,36.3,1,26.806812,-80.273827,11.10,0.07,12,2,0.58,,
2193824,3.77,-212.74,-0.00,76.6,36.3,1,26.806814,-80.273823,10.80,0.17,12,10,0.63,,
2198857,3.81,-212.68,0.01,76.6,36.3,1,26.806811,-80.273821,10.90,0.33,12,3,0.57,,
2203896,3.75,-212.77,-0.01,76.5,36.3,1,26.806809,-80.273819,11.00,0.24,12,8,0.64,,
2208898,3.72,-212.77,0.01,76.6,36.3,1,26.806805,-80.273815,10.70,0.35,12,3,0.72,,
2213909,3.96,-212.54,0.01,76.5,36.3,1,26.806803,-80.273811,10.30,0.30,12,9,0.67,,
2218939,4.07,-212.47,-0.00,76.5,36.2,1,26.806802,-80.273808,10.50,0.30,12,10,0.77,,
2223968,3.95,-212.59,-0.01,76.5,36.2,1,26.806800,-80.273804,10.40,0.15,12,3,0.65,,
2228986,3.91,-212.61,-0.01,76.5,36.2,1,26.806797,-80.273804,10.30,0.22,12,3,0.59,,
2234018,3.99,-212.47,0.02,76.5,36.3,1,26.806792,-80.273806,10.10,0.20,12,3,0.56,,
2239044,4.12,-212.39,-0.00,76.5,36.2,1,26.806787,-80.273805,9.90,0.30,12,3,0.55,,
2244077,4.30,-212.22,-0.00,76.5,36.2,1,26.806783,-80.273806,9.50,0.31,12,9,0.57,,
2249105,4.38,-212.12,-0.01,76.5,36.3,1,26.806784,-80.273806,9.40,0.37,12,11,0.59,,
2254127,4.30,-212.22,-0.01,76.6,36.3,1,26.806786,-80.273809,9.40,0.04,12,9,0.60,,
2259164,4.20,-212.34,-0.02,76.5,36.2,1,26.806787,-80.273811,9.20,0.39,12,9,0.67,,
