millis,display_altitude_ft,raw_altitude_ft,vario_mps,temp_f,humidity_pct,gps_fix,latitude,longitude,gps_altitude_m,gps_speed_kmph,gps_sats_used,gps_sats_seen,gps_hdop,battery_voltage,battery_percent
2264185,4.08,-212.43,-0.00,76.5,36.2,1,26.806786,-80.273811,9.30,0.13,12,2,0.70,,
2269185,4.02,-212.48,-0.01,76.5,36.3,1,26.806784,-80.273815,9.40,0.20,12,3,0.70,,
2274200,4.09,-212.39,0.02,76.4,36.3,1,26.806783,-80.273817,9.10,0.20,12,3,0.70,,
2279242,4.11,-212.37,0.01,76.5,36.2,1,26.806787,-80.273818,8.70,0.24,12,9,0.65,,
2284278,4.06,-212.43,0.00,76.4,36.2,1,26.806791,-80.273818,8.50,1.20,12,9,0.62,,
2289295,4.06,-212.46,-0.00,76.5,36.2,1,26.806793,-80.273819,8.70,0.50,12,2,0.69,,
2294315,4.00,-212.50,-0.00,76.5,36.1,1,26.806796,-80.273820,8.80,0.46,12,2,0.66,,
2299341,4.14,-212.34,0.01,76.5,36.1,1,26.806799,-80.273822,9.10,0.41,12,2,0.69,,
2304384,4.21,-212.30,0.01,76.4,36.2,1,26.806798,-80.273825,9.70,0.37,12,9,0.65,,
2309425,4.19,-212.29,0.01,76.4,36.2,1,26.806799,-80.273827,9.90,0.52,12,10,0.65,,
2314459,4.20,-212.29,0.00,76.4,36.2,1,26.806799,-80.273829,10.00,0.85,12,9,0.70,,
2319493,4.23,-212.27,0.00,76.4,36.2,1,26.806803,-80.273830,10.30,0.28,12,1,0.70,,
2324514,4.16,-212.34,-0.01,76.4,36.2,1,26.806805,-80.273832,10.40,0.19,12,1,0.58,,
2329514,4.08,-212.46,-0.02,76.5,36.1,1,26.806799,-80.273834,10.00,0.74,12,11,0.65,,
2334542,4.09,-212.44,-0.01,76.4,36.2,1,26.806788,-80.273832,9.40,0.57,12,3,0.62,,
2339542,4.08,-212.43,-0.00,76.4,36.3,1,26.806773,-80.273835,8.60,0.24,12,4,0.62,,
2344542,3.95,-212.61,-0.02,76.4,36.3,1,26.806760,-80.273839,8.00,0.43,12,2,0.61,,
2349547,3.98,-212.53,-0.00,76.4,36.2,1,26.806749,-80.273840,7.20,0.20,12,9,0.65,,
2354584,3.95,-212.57,0.00,76.4,36.2,1,26.806746,-80.273837,6.70,0.24,12,9,0.65,,
2359615,4.03,-212.47,0.00,76.4,36.2,1,26.806750,-80.273831,6.60,0.04,12,9,0.63,,
2364640,3.99,-212.53,-0.01,76.4,36.1,1,26.806753,-80.273825,6.40,0.11,12,3,0.67,,
2369678,4.01,-212.49,0.00,76.4,36.1,1,26.806756,-80.273816,6.00,0.17,12,3,0.63,,
2374679,4.17,-212.31,0.01,76.4,36.2,1,26.806766,-80.273809,6.10,1.43,12,2,0.63,,
2379680,4.17,-212.32,0.00,76.4,36.1,1,26.806770,-80.273811,6.50,0.28,12,8,0.63,,
2384690,4.24,-212.25,0.01,76.4,36.1,1,26.806773,-80.273815,7.20,0.31,12,2,0.65,,
2389698,4.30,-212.19,0.00,76.4,36.1,1,26.806773,-80.273818,8.10,0.41,12,3,0.63,,
2394731,4.30,-212.20,-0.00,76.4,36.1,1,26.806773,-80.273820,9.00,0.19,12,10,0.67,,
2399731,4.31,-212.19,-0.00,76.4,36.1,1,26.806773,-80.273824,9.80,0.11,12,8,0.68,,
2404732,4.27,-212.21,0.01,76.4,36.1,1,26.806776,-80.273828,10.50,0.26,12,8,0.62,,
2409760,4.19,-212.30,0.00,76.4,36.1,1,26.806780,-80.273835,11.50,0.22,12,2,0.64,,
2414803,4.21,-212.32,-0.01,76.4,36.1,1,26.806782,-80.273837,12.00,0.22,12,3,0.68,,
2419841,4.22,-212.27,-0.00,76.4,36.1,1,26.806786,-80.273837,12.10,0.17,12,8,0.66,,
2424880,4.27,-212.22,-0.00,76.4,36.0,1,26.806788,-80.273836,12.50,0.24,12,2,0.66,,
2429922,4.31,-212.16,0.01,76.4,36.1,1,26.806790,-80.273837,12.90,0.11,12,2,0.61,,
2434951,4.38,-212.12,0.01,76.3,36.2,1,26.806799,-80.273837,13.60,0.24,12,9,0.66,,
2439951,4.45,-212.05,-0.00,76.3,36.1,1,26.806806,-80.273838,13.90,0.17,12,2,0.58,,
2444954,4.54,-211.99,-0.00,76.3,36.1,1,26.806809,-80.273836,13.90,0.31,12,8,0.64,,
2449955,4.64,-211.84,0.02,76.4,36.2,1,26.806810,-80.273834,13.80,0.19,12,2,0.70,,
2454959,4.68,-211.83,-0.00,76.3,36.1,1,26.806812,-80.273835,13.70,0.11,12,8,0.70,,
2459987,4.68,-211.83,-0.01,76.3,36.1,1,26.806806,-80.273833,12.70,0.70,12,3,0.61,,
2465030,4.71,-211.83,-0.01,76.3,36.1,1,26.806797,-80.273831,11.40,0.15,12,10,0.58,,
2470055,4.71,-211.81,-0.01,76.3,36.1,1,26.806795,-80.273830,11.00,0.20,12,3,0.58,,
2475094,4.68,-211.85,-0.01,76.4,36.1,1,26.806788,-80.273832,10.50,0.37,12,9,0.62,,
2480094,4.71,-211.79,0.00,76.3,36.1,1,26.806783,-80.273835,10.20,0.31,12,9,0.61,,
2485095,4.74,-211.76,-0.00,76.3,36.2,1,26.806779,-80.273839,10.20,0.09,12,9,0.58,,
2490120,4.68,-211.81,0.00,76.4,36.1,1,26.806782,-80.273841,10.50,0.24,12,8,0.59,,
2495137,4.70,-211.77,0.01,76.3,36.0,1,26.806786,-80.273840,10.60,0.22,12,2,0.61,,
2500178,4.71,-211.81,-0.01,76.3,36.0,1,26.806786,-80.273837,10.50,0.31,12,2,0.62,,
2505215,4.83,-211.65,0.02,76.3,35.9,1,26.806793,-80.273829,10.50,0.69,12,8,0.62,,
2510225,4.87,-211.66,-0.01,76.4,36.0,1,26.806798,-80.273826,10.50,0.15,12,2,0.63,,
2515254,4.91,-211.60,-0.01,76.4,36.0,1,26.806799,-80.273822,10.20,0.02,12,2,0.63,,
2520292,4.94,-211.56,-0.00,76.3,36.1,1,26.806798,-80.273818,9.90,0.22,12,2,0.60,,
2525333,4.90,-211.61,-0.01,76.3,36.1,1,26.806796,-80.273816,9.40,0.22,12,2,0.69,,
2530379,4.78,-211.72,-0.00,76.3,36.1,1,26.806796,-80.273814,9.10,0.26,12,2,0.62,,
2535408,4.68,-211.84,-0.00,76.3,36.1,1,26.806795,-80.273814,9.00,0.37,12,2,0.65,,
2540442,4.71,-211.77,0.01,76.2,36.1,1,26.806796,-80.273814,9.00,0.15,12,2,0.66,,
2545476,4.69,-211.85,-0.01,76.2,36.1,1,26.806794,-80.273817,8.60,0.13,12,3,0.70,,
2550520,4.76,-211.76,-0.00,76.3,36.1,1,26.806794,-80.273820,9.00,0.04,12,2,0.76,,
2555551,4.85,-211.68,0.00,76.2,36.1,1,26.806794,-80.273819,9.30,0.19,12,2,0.70,,
2560586,4.89,-211.59,0.01,76.2,36.1,1,26.806797,-80.273820,9.80,0.17,12,2,0.67,,
2565617,5.07,-211.41,0.02,76.2,36.2,1,26.806799,-80.273817,10.10,0.04,12,2,0.61,,
2570617,5.15,-211.33,0.00,76.2,36.1,1,26.806802,-80.273814,10.20,0.04,12,12,0.62,,
2575652,5.12,-211.38,0.01,76.2,36.0,1,26.806805,-80.273811,10.40,0.31,12,2,0.53,,
2580689,5.10,-211.41,-0.00,76.2,36.1,1,26.806802,-80.273813,10.90,0.35,12,1,0.59,,
2585723,5.04,-211.45,0.00,76.2,36.1,1,26.806796,-80.273819,11.40,0.07,12,2,0.62,,
2590766,5.07,-211.44,0.00,76.1,36.2,1,26.806792,-80.273822,11.50,0.26,12,1,0.60,,
2595795,5.10,-211.39,-0.00,76.1,36.2,1,26.806793,-80.273821,11.40,0.30,12,4,0.72,,
2600823,5.09,-211.38,0.01,76.2,36.1,1,26.806796,-80.273821,11.20,0.15,12,2,0.59,,
2605850,5.09,-211.42,0.00,76.1,36.1,1,26.806797,-80.273824,11.00,0.06,12,2,0.59,,
2610880,5.13,-211.38,-0.00,76.2,36.2,1,26.806799,-80.273825,10.80,0.09,12,2,0.57,,
2615915,5.09,-211.41,0.01,76.2,36.1,1,26.806801,-80.273822,10.80,0.37,12,2,0.62,,
2620949,5.11,-211.41,-0.00,76.1,36.1,1,26.806803,-80.273820,10.80,0.30,12,3,0.62,,
2625980,5.09,-211.36,0.02,76.1,36.1,1,26.806805,-80.273816,10.80,0.09,12,3,0.61,,
2630983,5.06,-211.43,-0.00,76.1,36.1,1,26.806807,-80.273813,10.50,0.22,12,3,0.72,,
2635987,5.06,-211.44,-0.00,76.0,36.1,1,26.806808,-80.273809,10.20,0.22,12,2,0.65,,
2641026,5.06,-211.43,0.01,76.1,36.1,1,26.806811,-80.273806,9.30,0.07,12,11,0.61,,
2646047,5.11,-211.41,0.00,76.1,36.1,1,26.806814,-80.273803,8.60,0.11,12,7,0.63,,
2651083,5.11,-211.41,-0.01,76.1,36.1,1,26.806817,-80.273803,7.80,0.20,12,2,0.59,,
2656128,5.11,-211.42,-0.01,76.1,36.1,1,26.806817,-80.273803,6.80,0.26,12,11,0.63,,
2661162,5.10,-211.42,-0.01,76.1,36.1,1,26.806815,-80.273806,6.70,0.20,12,3,0.65,,
2666190,5.08,-211.44,-0.01,76.1,36.1,1,26.806812,-80.273810,6.70,0.15,12,3,0.64,,
2671215,5.09,-211.44,-0.01,76.1,36.1,1,26.806808,-80.273813,6.70,0.22,12,3,0.57,,
2676238,5.11,-211.41,-0.01,76.2,36.1,1,26.806807,-80.273812,6.40,0.17,12,8,0.70,,
2681238,5.11,-211.41,-0.01,76.1,36.0,1,26.806809,-80.273806,5.90,0.07,12,8,0.74,,
2686247,5.08,-211.41,0.00,76.1,36.0,1,26.806809,-80.273802,5.80,0.43,12,8,0.78,,
2691253,5.09,-211.44,0.00,76.1,36.0,1,26.806807,-80.273803,5.70,0.11,12,2,0.70,,
2696253,5.06,-211.44,-0.01,76.1,36.0,1,26.806807,-80.273803,5.50,0.19,12,7,0.76,,
2701270,5.02,-211.48,-0.00,76.2,35.9,1,26.806808,-80.273805,5.20,0.19,12,3,0.84,,
2706293,4.99,-211.52,-0.01,76.1,35.9,1,26.806807,-80.273805,5.00,0.20,12,3,0.76,,
2711328,5.01,-211.50,0.00,76.2,35.9,1,26.806805,-80.273809,5.00,0.19,12,8,0.68,,
2716354,4.98,-211.54,-0.01,76.2,35.9,1,26.806806,-80.273812,5.00,0.30,12,3,0.63,,
2721354,4.95,-211.55,0.00,76.2,35.9,1,26.806810,-80.273813,5.60,0.19,12,3,0.65,,
2726354,4.89,-211.60,0.01,76.2,35.9,1,26.806811,-80.273813,6.00,0.15,12,11,0.66,,
2731355,4.82,-211.68,0.00,76.2,35.9,1,26.806808,-80.273817,6.10,0.33,12,2,0.60,,
2736392,4.82,-211.69,-0.00,76.3,36.0,1,26.806810,-80.273817,6.00,0.28,12,3,0.60,,
2741412,4.83,-211.67,0.00,76.2,35.9,1,26.806810,-80.273818,5.90,0.33,12,3,0.75,,
2746438,4.83,-211.69,0.00,76.2,35.9,1,26.806808,-80.273823,6.10,0.15,12,2,0.78,,
2751438,4.82,-211.68,-0.00,76.2,35.9,1,26.806808,-80.273827,6.60,0.65,12,11,0.62,,
2756463,4.82,-211.70,0.00,76.3,35.9,1,26.806810,-80.273830,7.20,0.28,12,2,0.62,,
2761495,4.78,-211.76,-0.00,76.2,35.8,1,26.806813,-80.273831,7.60,0.17,12,2,0.65,,
2766520,4.78,-211.74,-0.01,76.2,35.9,1,26.806814,-80.273835,8.10,0.26,12,11,0.58,,
2771547,4.77,-211.74,-0.00,76.2,35.9,1,26.806816,-80.273839,8.10,0.28,12,7,0.63,,
2776573,4.80,-211.67,0.01,76.2,35.9,1,26.806819,-80.273846,8.70,0.24,12,1,0.63,,
2781600,4.80,-211.67,0.01,76.2,35.9,1,26.806825,-80.273851,9.10,0.19,12,2,0.62,,
2786622,4.83,-211.68,-0.01,76.2,35.8,1,26.806827,-80.273853,9.30,0.19,12,8,0.64,,
2791657,4.85,-211.65,0.01,76.2,35.8,1,26.806825,-80.273855,9.40,0.13,12,3,0.65,,
2796690,4.83,-211.67,-0.00,76.2,35.9,1,26.806821,-80.273854,9.20,0.06,12,3,0.76,,
2801690,4.82,-211.66,0.00,76.1,35.9,1,26.806821,-80.273857,9.70,0.19,12,4,0.79,,
2806703,4.79,-211.73,-0.01,76.1,35.9,1,26.806823,-80.273863,10.20,0.07,12,4,0.82,,
2811703,4.75,-211.77,-0.01,76.1,35.9,1,26.806823,-80.273867,10.70,0.20,12,9,0.76,,
2816703,4.78,-211.74,-0.00,76.2,35.9,1,26.806822,-80.273870,10.80,0.39,12,4,0.81,,
2821739,4.85,-211.65,0.01,76.2,35.9,1,26.806817,-80.273866,10.10,0.17,12,8,0.71,,
2826755,4.89,-211.63,-0.00,76.2,35.9,1,26.806816,-80.273864,9.80,0.19,12,8,0.69,,
2831790,4.94,-211.56,0.00,76.2,35.9,1,26.806816,-80.273858,10.20,0.24,12,4,0.76,,
2836810,4.90,-211.62,-0.00,76.1,35.8,1,26.806815,-80.273850,10.30,0.31,12,4,0.64,,
2841832,4.92,-211.55,0.01,76.2,35.9,1,26.806813,-80.273849,10.60,0.15,12,8,0.71,,
2846860,4.91,-211.62,0.00,76.0,35.9,1,26.806811,-80.273851,10.50,0.17,12,2,0.63,,
2851893,4.89,-211.58,0.01,76.1,35.9,1,26.806811,-80.273851,10.40,0.17,12,2,0.77,,
2856910,4.84,-211.69,-0.01,76.1,35.9,1,26.806817,-80.273852,11.10,0.17,12,2,0.63,,
2861932,4.80,-211.65,0.01,76.1,35.9,1,26.806820,-80.273849,11.20,0.44,12,2,0.69,,
2866963,4.75,-211.74,0.01,76.1,35.8,1,26.806821,-80.273851,11.30,0.09,12,3,0.69,,
2871969,4.72,-211.80,-0.00,76.1,35.8,1,26.806821,-80.273848,11.00,0.41,12,4,0.80,,
2876997,4.72,-211.79,0.00,76.1,35.9,1,26.806817,-80.273852,10.80,0.31,12,10,0.69,,
2882021,4.74,-211.74,0.00,76.1,35.8,1,26.806812,-80.273859,10.80,0.30,12,7,0.60,,
2887036,4.76,-211.72,0.01,76.1,35.8,1,26.806811,-80.273858,10.80,0.09,12,3,0.69,,
2892060,4.75,-211.77,-0.00,76.1,35.9,1,26.806812,-80.273853,10.60,0.31,12,3,0.74,,
2897098,4.72,-211.81,-0.01,76.0,35.9,1,26.806812,-80.273847,10.30,0.20,12,3,0.66,,
2902120,4.73,-211.77,0.00,76.0,35.9,1,26.806809,-80.273841,9.90,0.15,12,3,0.62,,
2907120,4.68,-211.83,-0.01,76.1,35.9,1,26.806805,-80.273835,9.30,0.26,12,7,0.62,,
2912121,4.63,-211.90,-0.01,76.1,35.9,1,26.806799,-80.273838,9.10,0.15,12,8,0.62,,
2917127,4.60,-211.88,0.00,76.0,35.9,1,26.806798,-80.273846,9.70,0.33,12,3,0.72,,
2922160,4.56,-211.96,-0.01,76.0,35.8,1,26.806799,-80.273856,10.80,0.31,12,3,0.70,,
2927194,4.54,-211.93,0.01,76.1,35.9,1,26.806805,-80.273862,12.40,0.11,12,3,0.74,,
2932197,4.48,-212.02,-0.00,76.0,35.8,1,26.806809,-80.273871,14.20,0.07,12,2,0.74,,
2937204,4.47,-212.01,0.01,76.1,35.9,1,26.806815,-80.273878,15.30,0.74,12,2,0.70,,
2942236,4.44,-212.07,-0.00,76.1,35.8,1,26.806818,-80.273881,15.30,0.26,12,2,0.87,,
2947275,4.40,-212.11,-0.01,76.1,35.9,1,26.806823,-80.273884,16.00,0.20,12,2,0.70,,
2952305,4.40,-212.13,-0.01,76.0,35.8,1,26.806828,-80.273890,16.90,0.24,12,10,0.68,,
2957327,4.38,-212.12,-0.01,76.1,35.8,1,26.806831,-80.273896,17.70,0.28,12,2,0.73,,
2962364,4.42,-212.13,-0.01,76.0,35.8,1,26.806831,-80.273899,17.50,0.41,12,2,0.69,,
2967384,4.37,-212.10,0.01,76.0,35.8,1,26.806832,-80.273903,17.50,0.17,12,3,0.72,,
2972384,4.33,-212.19,-0.01,76.0,35.8,1,26.806826,-80.273903,16.50,0.35,12,2,0.65,,
2977384,4.30,-212.19,-0.00,76.0,35.8,1,26.806825,-80.273904,16.10,0.50,12,3,0.68,,
2982415,4.31,-212.19,0.01,76.0,35.8,1,26.806822,-80.273902,16.00,0.28,12,12,0.75,,
2987451,4.24,-212.27,-0.00,76.0,35.8,1,26.806823,-80.273903,16.20,0.30,12,2,0.68,,
2992451,4.24,-212.29,-0.01,76.0,35.8,1,26.806820,-80.273902,16.10,0.28,12,11,0.71,,
2997479,4.21,-212.29,-0.01,76.0,35.8,1,26.806818,-80.273901,15.80,0.28,12,2,0.64,,
3002510,4.18,-212.31,0.01,76.0,35.8,1,26.806821,-80.273900,16.00,0.30,12,2,0.63,,
3007533,4.17,-212.31,0.00,76.1,35.8,1,26.806822,-80.273901,15.90,0.09,12,2,0.70,,
3012572,4.16,-212.36,0.00,76.0,35.8,1,26.806823,-80.273899,16.00,0.17,12,2,0.61,,
3017614,4.18,-212.33,0.00,76.0,35.9,1,26.806822,-80.273895,15.90,0.50,12,2,0.59,,
3022638,4.18,-212.33,-0.00,76.0,35.8,1,26.806822,-80.273890,15.60,0.31,12,8,0.59,,
3027670,4.17,-212.33,0.00,76.0,35.8,1,26.806821,-80.273887,15.10,0.15,12,2,0.62,,
3032701,4.15,-212.38,-0.01,76.0,35.8,1,26.806819,-80.273887,14.80,0.15,12,12,0.60,,
3037731,4.16,-212.33,-0.01,76.0,35.8,1,26.806821,-80.273896,15.80,0.04,12,12,0.65,,
3042731,4.23,-212.29,-0.01,76.0,35.9,1,26.806822,-80.273897,16.00,0.15,12,2,0.57,,
3047731,4.27,-212.21,0.01,76.0,35.8,1,26.806820,-80.273896,16.00,0.28,12,11,0.64,,
3052731,4.35,-212.15,0.01,76.0,35.8,1,26.806817,-80.273895,15.40,0.15,12,11,0.63,,
3057758,4.36,-212.12,0.01,76.1,35.8,1,26.806815,-80.273893,14.90,0.28,12,8,0.56,,
3062794,4.32,-212.22,-0.01,76.0,35.8,1,26.806815,-80.273890,14.60,0.39,12,2,0.55,,
3067833,4.35,-212.15,0.00,76.0,35.7,1,26.806816,-80.273886,14.30,0.26,12,2,0.57,,
3072875,4.35,-212.14,-0.00,76.0,35.8,1,26.806815,-80.273882,13.90,0.19,12,2,0.60,,
3077902,4.36,-212.13,-0.00,76.1,35.7,1,26.806817,-80.273876,13.60,0.22,12,11,0.54,,
3082947,4.35,-212.11,0.00,76.0,35.7,1,26.806820,-80.273872,13.30,0.09,12,8,0.54,,
3087977,4.39,-212.14,-0.01,76.0,35.7,1,26.806821,-80.273869,13.10,0.15,12,2,0.72,,
3093007,4.39,-212.14,-0.01,76.0,35.7,1,26.806822,-80.273866,12.60,0.13,12,2,0.58,,
3098038,4.39,-212.09,-0.00,76.0,35.8,1,26.806823,-80.273863,12.10,0.39,12,2,0.58,,
3103068,4.35,-212.16,0.01,76.0,35.7,1,26.806825,-80.273863,11.70,0.11,12,2,0.60,,
3108072,4.43,-212.08,0.00,76.0,35.8,1,26.806828,-80.273863,11.40,0.33,12,2,0.58,,
3113096,4.48,-212.01,0.01,76.0,35.8,1,26.806829,-80.273861,10.80,0.19,12,3,0.60,,
3118128,4.46,-212.06,-0.01,76.0,35.8,1,26.806830,-80.273859,10.60,0.52,12,3,0.60,,
3123130,4.41,-212.10,-0.01,76.0,35.8,1,26.806830,-80.273856,10.40,0.15,12,2,0.64,,
3128140,4.37,-212.13,0.01,76.0,35.8,1,26.806830,-80.273854,10.30,0.37,12,2,0.60,,
3133140,4.33,-212.19,-0.01,76.0,35.7,1,26.806829,-80.273850,10.00,0.24,12,12,0.60,,
3138159,4.27,-212.20,0.00,76.0,35.7,1,26.806828,-80.273845,9.50,0.30,12,2,0.56,,
3143185,4.25,-212.23,0.01,76.0,35.7,1,26.806826,-80.273841,9.00,0.02,12,2,0.59,,
3148220,4.24,-212.30,-0.01,76.0,35.6,1,26.806825,-80.273837,8.50,0.24,12,2,0.64,,
3153264,4.25,-212.26,-0.01,76.0,35.7,1,26.806823,-80.273832,8.10,0.31,12,2,0.56,,
3158305,4.27,-212.28,-0.01,75.9,35.7,1,26.806820,-80.273830,7.70,0.24,12,2,0.54,,
3163334,4.24,-212.25,-0.00,76.0,35.8,1,26.806812,-80.273832,7.50,0.13,12,2,0.56,,
3168334,4.24,-212.25,0.01,76.0,35.7,1,26.806808,-80.273827,7.60,0.11,12,2,0.54,,
3173356,4.31,-212.12,0.02,75.9,35.6,1,26.806808,-80.273827,7.60,0.07,12,11,0.58,,
3178390,4.37,-212.11,0.02,75.9,35.7,1,26.806805,-80.273823,7.40,0.07,12,2,0.58,,
3183421,4.44,-212.05,0.01,76.0,35.7,1,26.806807,-80.273819,7.30,0.44,12,2,0.59,,
3188460,4.41,-212.08,-0.01,76.0,35.7,1,26.806807,-80.273811,6.50,0.31,12,8,0.55,,
3193492,4.32,-212.17,0.00,76.0,35.7,1,26.806803,-80.273799,5.20,0.24,12,2,0.53,,
3198509,4.30,-212.19,0.01,76.0,35.7,1,26.806798,-80.273793,4.80,0.39,12,2,0.66,,
3203544,4.26,-212.23,0.01,76.0,35.7,1,26.806796,-80.273787,4.60,0.20,12,3,0.73,,
3208573,4.23,-212.30,-0.00,76.0,35.6,1,26.806795,-80.273785,4.60,0.20,12,3,0.85,,
3213607,4.21,-212.30,0.00,76.0,35.7,1,26.806795,-80.273785,4.40,0.35,12,8,0.73,,
3218642,4.15,-212.36,-0.01,76.1,35.7,1,26.806799,-80.273787,4.60,0.19,12,2,0.70,,
3223684,4.10,-212.41,-0.00,76.0,35.6,1,26.806801,-80.273786,4.80,0.22,12,2,0.60,,
3228684,4.09,-212.40,-0.00,76.1,35.6,1,26.806803,-80.273786,4.70,0.35,12,2,0.63,,
3233722,4.09,-212.41,-0.00,76.0,35.6,1,26.806802,-80.273783,3.90,0.06,12,2,0.59,,
3238753,4.07,-212.43,0.00,76.0,35.6,1,26.806802,-80.273782,3.50,0.13,12,8,0.58,,
3243782,4.08,-212.45,-0.01,76.0,35.6,1,26.806804,-80.273782,3.40,0.04,12,2,0.64,,
3248817,4.05,-212.45,0.01,76.0,35.6,1,26.806806,-80.273783,3.40,0.26,12,2,0.74,,
3253850,4.05,-212.47,0.00,76.0,35.6,1,26.806808,-80.273785,3.10,0.07,12,2,0.63,,
3258885,4.00,-212.49,0.00,76.0,35.6,1,26.806808,-80.273790,3.40,0.28,12,2,0.59,,
3263927,3.94,-212.55,-0.01,76.0,35.7,1,26.806810,-80.273795,4.00,0.13,12,12,0.55,,
3268955,4.00,-212.50,0.01,76.0,35.7,1,26.806809,-80.273799,4.70,0.17,12,8,0.63,,
3273983,3.95,-212.55,0.00,75.8,35.7,1,26.806808,-80.273802,5.00,0.19,12,1,0.57,,
3279012,3.90,-212.64,-0.01,75.9,35.7,1,26.806806,-80.273803,5.00,0.04,12,1,0.61,,
3284035,3.82,-212.69,-0.00,75.8,35.7,1,26.806804,-80.273805,5.00,0.35,12,1,0.62,,
3289035,3.70,-212.81,-0.01,75.8,35.7,1,26.806805,-80.273805,4.90,0.33,12,1,0.60,,
3294085,3.70,-212.81,0.01,75.9,35.6,1,26.806807,-80.273806,4.60,0.56,12,1,0.66,,
3299113,3.66,-212.84,0.01,75.9,35.7,1,26.806810,-80.273808,4.80,0.19,12,2,0.60,,
3304148,3.60,-212.87,0.02,75.9,35.7,1,26.806810,-80.273807,4.50,0.22,12,8,0.59,,
3309171,3.51,-212.97,0.00,75.9,35.7,1,26.806808,-80.273813,3.70,0.15,12,2,0.62,,
3314190,3.44,-213.08,-0.01,75.9,35.7,1,26.806808,-80.273809,3.90,0.09,12,2,0.61,,
3319225,3.37,-213.11,0.00,75.9,35.7,1,26.806807,-80.273805,4.50,0.26,12,2,0.59,,
3324247,3.30,-213.23,-0.01,75.9,35.7,1,26.806808,-80.273804,5.10,0.28,12,2,0.59,,
3329268,3.24,-213.29,-0.01,75.8,35.7,1,26.806808,-80.273806,5.80,0.19,12,2,0.58,,
3334294,3.17,-213.33,-0.00,75.9,35.8,1,26.806806,-80.273811,6.70,0.39,12,2,0.62,,
3339312,3.11,-213.40,-0.01,75.8,35.7,1,26.806805,-80.273812,7.20,0.06,12,2,0.63,,
3344335,3.02,-213.45,0.00,75.9,35.7,1,26.806806,-80.273810,7.90,0.13,12,6,0.74,,
3349335,2.87,-213.63,-0.00,75.8,35.7,1,26.806799,-80.273803,8.10,0.20,12,2,0.62,,
3354339,2.89,-213.59,-0.00,75.9,35.7,1,26.806795,-80.273798,8.60,0.17,12,2,0.57,,
3359366,2.86,-213.65,-0.01,75.9,35.6,1,26.806798,-80.273794,10.30,0.20,12,2,0.60,,
3364412,2.80,-213.70,-0.00,75.9,35.6,1,26.806793,-80.273797,11.40,0.07,12,2,0.58,,
3369449,2.74,-213.75,-0.00,75.9,35.7,1,26.806787,-80.273802,12.40,0.33,12,2,0.59,,
3374475,2.67,-213.86,-0.01,75.9,35.6,1,26.806784,-80.273805,12.50,0.37,12,2,0.66,,
3379507,2.61,-213.91,-0.01,75.9,35.6,1,26.806781,-80.273813,12.70,0.35,12,2,0.64,,
3384533,2.58,-213.94,-0.00,75.9,35.6,1,26.806777,-80.273819,12.50,0.54,12,2,0.69,,
3389578,2.52,-213.99,-0.01,75.9,35.6,1,26.806777,-80.273830,14.00,0.04,12,2,0.58,,
3394617,2.46,-214.08,-0.02,75.8,35.6,1,26.806774,-80.273833,13.70,0.46,12,2,0.62,,
3399640,2.44,-214.08,-0.02,75.8,35.6,1,26.806777,-80.273834,14.60,0.02,12,2,0.61,,
3404662,2.40,-214.12,-0.01,75.8,35.6,1,26.806777,-80.273836,14.90,0.09,12,3,0.62,,
3409677,2.41,-214.10,0.00,75.9,35.6,1,26.806783,-80.273839,15.70,0.26,12,2,0.65,,
3414684,2.36,-214.16,-0.00,75.9,35.6,1,26.806788,-80.273843,15.70,0.91,12,2,0.72,,
3419697,2.35,-214.16,0.00,75.9,35.6,1,26.806792,-80.273842,15.30,0.19,12,11,0.71,,
3424732,2.30,-214.23,-0.01,75.8,35.7,1,26.806790,-80.273842,14.60,0.31,12,2,0.65,,
3429771,2.25,-214.25,0.01,75.8,35.7,1,26.806791,-80.273841,13.80,0.19,12,11,0.62,,
3434812,2.13,-214.39,-0.01,75.8,35.7,1,26.806791,-80.273839,13.40,0.24,12,2,0.63,,
3439839,2.06,-214.48,-0.02,75.8,35.7,1,26.806790,-80.273836,13.00,0.28,12,12,0.64,,
3444868,2.05,-214.48,-0.01,75.8,35.7,1,26.806797,-80.273830,12.70,0.30,12,1,0.61,,
3449903,2.03,-214.48,-0.01,75.8,35.7,1,26.806801,-80.273826,12.10,0.43,12,1,0.62,,
3454934,2.04,-214.45,-0.00,75.9,35.6,1,26.806801,-80.273826,11.30,0.43,12,1,0.68,,
3459964,2.03,-214.48,-0.00,75.8,35.7,1,26.806801,-80.273825,11.80,0.07,12,8,0.62,,
3465003,2.04,-214.43,0.01,75.9,35.6,1,26.806802,-80.273821,11.20,0.19,12,2,0.60,,
3470003,2.01,-214.50,0.00,75.8,35.7,1,26.806806,-80.273820,10.90,0.46,12,8,0.65,,
3475003,2.01,-214.48,0.01,75.9,35.6,1,26.806815,-80.273818,11.60,0.24,12,8,0.62,,
3480031,2.02,-214.50,-0.01,75.9,35.7,1,26.806820,-80.273816,11.50,0.28,12,11,0.63,,
3485049,2.03,-214.47,-0.00,75.9,35.6,1,26.806820,-80.273816,10.60,0.19,12,8,0.65,,
3490051,2.00,-214.51,-0.00,75.8,35.6,1,26.806828,-80.273810,10.70,0.24,12,2,0.67,,
